id,business_name,sector,lga,ward,street,annual_revenue,employee_count,registered
1235,"Caldwell, Murphy and Roberts",Hospitality,Ikeja,Ward 2 Ikeja,Street 6 Ward 2 Ikeja,273496120,274,True
1236,Henderson-Roberts,Finance,Lekki,Ward 1 Lekki,Street 5 Ward 1 Lekki,229553681,160,False
1237,"Bennett, Gross and Barrera",Real Estate,Ikorodu,Ward 3 Ikorodu,Street 4 Ward 3 Ikorodu,340283304,272,True
1238,"Wilson, Gonzalez and Martin",Retail,Ikeja,Ward 2 Ikeja,Street 4 Ward 2 Ikeja,394887659,448,False
1239,"Stephens, Smith and Bryant",Tech,Somolu,Ward 2 Somolu,Street 1 Ward 2 Somolu,64197340,299,False
1240,"Lawrence, Wilson and Miller",Retail,Somolu,Ward 4 Somolu,Street 3 Ward 4 Somolu,432927007,432,False
1241,Collins PLC,Tech,Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 8 Ward 3 Amuwo-Odofin,467391783,281,True
1242,Burns Inc,Retail,Eti-Osa,Ward 5 Eti-Osa,Street 8 Ward 5 Eti-Osa,39208485,235,False
1243,Nelson-Thornton,Manufacturing,Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 2 Ward 1 Ifako-Ijaiye,15979193,462,True
1244,Cannon-Ramirez,Tech,Lekki,Ward 2 Lekki,Street 3 Ward 2 Lekki,349034005,484,True
1245,Scott-Higgins,Tech,Ikorodu,Ward 2 Ikorodu,Street 4 Ward 2 Ikorodu,223948488,366,False
1246,Cortez-Johns,Finance,Shomolu,Ward 4 Shomolu,Street 1 Ward 4 Shomolu,499650501,15,True
1247,Espinoza-Frye,Finance,Alimosho,Ward 2 Alimosho,Street 6 Ward 2 Alimosho,109683680,196,True
1248,"Ellis, Martinez and Gray",Retail,Mushin,Ward 2 Mushin,Street 5 Ward 2 Mushin,133192375,409,True
1249,"Young, Clark and Nicholson",Finance,Yaba,Ward 5 Yaba,Street 9 Ward 5 Yaba,62848594,500,False
1250,Morris-Davis,Tech,Ikorodu,Ward 3 Ikorodu,Street 3 Ward 3 Ikorodu,84937068,149,True
1251,Miles LLC,Manufacturing,Ikorodu,Ward 2 Ikorodu,Street 6 Ward 2 Ikorodu,483328850,344,True
1252,"Luna, Small and Lopez",Manufacturing,Agege,Ward 1 Agege,Street 5 Ward 1 Agege,255881848,81,True
1253,Martin Inc,Real Estate,Eti-Osa,Ward 2 Eti-Osa,Street 5 Ward 2 Eti-Osa,274957454,216,False
1254,George Inc,Retail,Apapa,Ward 2 Apapa,Street 1 Ward 2 Apapa,159792078,359,False
1255,Cooper Group,Real Estate,Epe,Ward 2 Epe,Street 2 Ward 2 Epe,262612386,382,False
1256,King Ltd,Transport,Ikorodu,Ward 3 Ikorodu,Street 10 Ward 3 Ikorodu,370660937,27,False
1257,Crawford-Beasley,Finance,Yaba,Ward 3 Yaba,Street 8 Ward 3 Yaba,281897724,208,True
1258,Stewart Ltd,Finance,Agege,Ward 4 Agege,Street 1 Ward 4 Agege,425242819,62,True
1259,"Holt, Kim and Roberts",Finance,Epe,Ward 1 Epe,Street 5 Ward 1 Epe,134833430,168,False
1260,Smith and Sons,Real Estate,Somolu,Ward 3 Somolu,Street 3 Ward 3 Somolu,252712084,270,False
1261,"Richardson, Ochoa and Williams",Transport,Apapa,Ward 3 Apapa,Street 7 Ward 3 Apapa,10059091,75,True
1262,"Joseph, Ferrell and Daniels",Real Estate,Somolu,Ward 5 Somolu,Street 8 Ward 5 Somolu,496852225,30,True
1263,Thomas Group,Retail,Kosofe,Ward 5 Kosofe,Street 5 Ward 5 Kosofe,401929716,386,True
1264,Pearson and Sons,Transport,Agege,Ward 1 Agege,Street 10 Ward 1 Agege,324662231,15,False
1265,Thomas Inc,Tech,Agege,Ward 4 Agege,Street 3 Ward 4 Agege,266239867,377,False
1266,Mooney-Baldwin,Finance,Ikeja,Ward 2 Ikeja,Street 5 Ward 2 Ikeja,381953616,156,False
1267,Carrillo LLC,Retail,Agege,Ward 1 Agege,Street 7 Ward 1 Agege,98936670,342,True
1268,Mitchell-Smith,Tech,Yaba,Ward 2 Yaba,Street 1 Ward 2 Yaba,170246035,277,True
1269,Gomez-Juarez,Retail,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 2 Ward 2 Amuwo-Odofin,379800289,447,False
1270,Lawson-Howell,Manufacturing,Somolu,Ward 5 Somolu,Street 7 Ward 5 Somolu,390618831,456,False
1271,Golden Inc,Tech,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 1 Ward 4 Amuwo-Odofin,499358750,475,True
1272,"Graham, Mcmahon and Day",Manufacturing,Surulere,Ward 2 Surulere,Street 4 Ward 2 Surulere,227718240,174,False
1273,"Taylor, Thomas and Williams",Real Estate,Surulere,Ward 5 Surulere,Street 4 Ward 5 Surulere,34736687,439,True
1274,"Mercer, Chang and Ellis",Real Estate,Shomolu,Ward 1 Shomolu,Street 6 Ward 1 Shomolu,289230405,352,False
1275,Scott PLC,Retail,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 8 Ward 1 Amuwo-Odofin,357306003,110,False
1276,"Gallegos, Pierce and Martin",Hospitality,Agege,Ward 2 Agege,Street 6 Ward 2 Agege,342225416,231,False
1277,Sharp Inc,Real Estate,Agege,Ward 5 Agege,Street 4 Ward 5 Agege,434293773,350,False
1278,"Johnson, Garza and Robinson",Retail,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 6 Ward 4 Amuwo-Odofin,423371470,175,False
1279,"Hart, Weaver and Casey",Transport,Shomolu,Ward 3 Shomolu,Street 1 Ward 3 Shomolu,467198651,106,True
1280,Gonzalez-Sharp,Hospitality,Alimosho,Ward 5 Alimosho,Street 8 Ward 5 Alimosho,40457597,334,False
1281,Cobb Group,Transport,Ikeja,Ward 5 Ikeja,Street 8 Ward 5 Ikeja,237743774,214,True
1282,Rivera-Ward,Tech,Ikorodu,Ward 3 Ikorodu,Street 5 Ward 3 Ikorodu,339702375,429,True
1283,"Stanley, Hurst and Stark",Manufacturing,Epe,Ward 4 Epe,Street 2 Ward 4 Epe,26552214,315,False
1284,"Hatfield, Bryant and Smith",Manufacturing,Yaba,Ward 5 Yaba,Street 6 Ward 5 Yaba,148903880,497,True
1285,Chen PLC,Retail,Yaba,Ward 2 Yaba,Street 6 Ward 2 Yaba,150412904,383,False
1286,Jacobs Inc,Retail,Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 10 Ward 3 Amuwo-Odofin,316654950,32,True
1287,Bryant-Floyd,Manufacturing,Victoria Island,Ward 3 Victoria Island,Street 2 Ward 3 Victoria Island,30395503,423,False
1288,"Rivers, Case and Horn",Hospitality,Surulere,Ward 4 Surulere,Street 5 Ward 4 Surulere,254958255,368,True
1289,Rios-Bowen,Real Estate,Mushin,Ward 1 Mushin,Street 7 Ward 1 Mushin,207484443,457,True
1290,"Cross, Lopez and Moore",Real Estate,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 6 Ward 5 Amuwo-Odofin,69973144,77,True
1291,Mckinney PLC,Finance,Epe,Ward 1 Epe,Street 9 Ward 1 Epe,92680141,466,True
1292,Murphy Inc,Manufacturing,Mushin,Ward 2 Mushin,Street 2 Ward 2 Mushin,292598788,230,True
1293,"Miller, Ortiz and Reyes",Hospitality,Yaba,Ward 3 Yaba,Street 4 Ward 3 Yaba,203881629,361,True
1294,"Scott, Mason and Wilson",Tech,Alimosho,Ward 2 Alimosho,Street 2 Ward 2 Alimosho,464804331,202,True
1295,"Wright, Hernandez and Cunningham",Hospitality,Surulere,Ward 3 Surulere,Street 1 Ward 3 Surulere,169793665,395,False
1296,Alvarez-Carney,Real Estate,Mushin,Ward 2 Mushin,Street 4 Ward 2 Mushin,50591156,264,True
1297,"Aguilar, Morris and Mendez",Manufacturing,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 5 Ward 2 Amuwo-Odofin,211384534,80,False
1298,Bailey-Ellis,Hospitality,Ajah,Ward 4 Ajah,Street 3 Ward 4 Ajah,307498862,461,True
1299,"Garcia, Cortez and Ryan",Manufacturing,Kosofe,Ward 3 Kosofe,Street 7 Ward 3 Kosofe,255056020,15,False
1300,"Prince, Contreras and Dixon",Tech,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 7 Ward 5 Amuwo-Odofin,31699600,22,True
1301,Moore-Cain,Tech,Victoria Island,Ward 2 Victoria Island,Street 3 Ward 2 Victoria Island,265580472,497,False
1302,"Watts, Little and Roach",Tech,Victoria Island,Ward 2 Victoria Island,Street 9 Ward 2 Victoria Island,25961763,279,False
1303,Paul LLC,Real Estate,Victoria Island,Ward 2 Victoria Island,Street 10 Ward 2 Victoria Island,5058093,230,True
1304,"Miller, Perez and Brown",Real Estate,Ikorodu,Ward 1 Ikorodu,Street 4 Ward 1 Ikorodu,395031018,13,False
1305,"Stark, Lee and Parrish",Manufacturing,Yaba,Ward 3 Yaba,Street 6 Ward 3 Yaba,339750220,185,True
1306,Monroe-Harris,Finance,Eti-Osa,Ward 3 Eti-Osa,Street 2 Ward 3 Eti-Osa,106639852,431,False
1307,Cooper-Schroeder,Finance,Yaba,Ward 2 Yaba,Street 10 Ward 2 Yaba,275471010,352,True
1308,Harvey-Owens,Transport,Ikorodu,Ward 4 Ikorodu,Street 2 Ward 4 Ikorodu,219341711,39,False
1309,"Reynolds, May and Mills",Real Estate,Lekki,Ward 1 Lekki,Street 9 Ward 1 Lekki,414850126,207,False
1310,Cruz-Mercado,Tech,Shomolu,Ward 3 Shomolu,Street 7 Ward 3 Shomolu,486040109,344,True
1311,"French, Yu and Davis",Retail,Eti-Osa,Ward 1 Eti-Osa,Street 2 Ward 1 Eti-Osa,190668433,487,True
1312,Gomez LLC,Real Estate,Lekki,Ward 2 Lekki,Street 5 Ward 2 Lekki,127713039,114,False
1313,Adams-Hardin,Hospitality,Ajah,Ward 3 Ajah,Street 4 Ward 3 Ajah,18327012,134,True
1314,Davis-Lewis,Retail,Shomolu,Ward 3 Shomolu,Street 8 Ward 3 Shomolu,307252305,201,True
1315,Pearson-Dean,Real Estate,Ajah,Ward 5 Ajah,Street 10 Ward 5 Ajah,356495681,277,False
1316,Rogers-Stevens,Tech,Ikorodu,Ward 2 Ikorodu,Street 8 Ward 2 Ikorodu,140972952,494,True
1317,Olson-Meyers,Finance,Alimosho,Ward 3 Alimosho,Street 2 Ward 3 Alimosho,357460871,220,False
1318,Alexander-Henderson,Retail,Kosofe,Ward 3 Kosofe,Street 8 Ward 3 Kosofe,137246355,466,True
1319,Ferguson-Myers,Real Estate,Kosofe,Ward 4 Kosofe,Street 7 Ward 4 Kosofe,329808266,53,False
1320,Smith-Smith,Real Estate,Badagry,Ward 4 Badagry,Street 10 Ward 4 Badagry,238037476,387,True
1321,Weiss Group,Retail,Surulere,Ward 3 Surulere,Street 10 Ward 3 Surulere,349780384,118,True
1322,Burch-Hernandez,Retail,Yaba,Ward 1 Yaba,Street 8 Ward 1 Yaba,352003142,372,False
1323,White-Perry,Finance,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 7 Ward 1 Amuwo-Odofin,332783811,91,True
1324,Moore Inc,Finance,Lekki,Ward 2 Lekki,Street 7 Ward 2 Lekki,196427130,165,True
1325,Moore-Cunningham,Hospitality,Ifako-Ijaiye,Ward 5 Ifako-Ijaiye,Street 1 Ward 5 Ifako-Ijaiye,437522390,109,False
1326,Walsh-Burke,Retail,Epe,Ward 5 Epe,Street 9 Ward 5 Epe,387275091,270,True
1327,Chavez-Mathis,Transport,Kosofe,Ward 2 Kosofe,Street 4 Ward 2 Kosofe,110504850,45,False
1328,Evans-Warren,Real Estate,Ajah,Ward 5 Ajah,Street 4 Ward 5 Ajah,158171468,82,True
1329,"Sosa, Horn and Sanders",Finance,Eti-Osa,Ward 2 Eti-Osa,Street 2 Ward 2 Eti-Osa,57124972,434,False
1330,Perkins-Alvarado,Finance,Badagry,Ward 3 Badagry,Street 6 Ward 3 Badagry,185306996,218,False
1331,"Duran, Farrell and Erickson",Retail,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 3 Ward 4 Oshodi-Isolo,217540790,125,False
1332,Green and Sons,Retail,Agege,Ward 4 Agege,Street 6 Ward 4 Agege,488784337,353,True
1333,"Butler, Rich and Montoya",Manufacturing,Badagry,Ward 1 Badagry,Street 2 Ward 1 Badagry,172097416,102,True
1334,"Blair, Flores and Sanders",Manufacturing,Yaba,Ward 2 Yaba,Street 8 Ward 2 Yaba,83224981,199,True
1335,Kidd-James,Real Estate,Yaba,Ward 2 Yaba,Street 2 Ward 2 Yaba,492793686,70,False
1336,Ellis Ltd,Retail,Mushin,Ward 4 Mushin,Street 3 Ward 4 Mushin,8006952,351,False
1337,Baker Ltd,Finance,Ikeja,Ward 3 Ikeja,Street 8 Ward 3 Ikeja,16041919,32,True
1338,Watts LLC,Real Estate,Badagry,Ward 4 Badagry,Street 10 Ward 4 Badagry,357803487,428,False
1339,Davis Inc,Tech,Agege,Ward 1 Agege,Street 10 Ward 1 Agege,125039355,440,False
1340,Mills-Hernandez,Hospitality,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 6 Ward 4 Ifako-Ijaiye,135256023,226,True
1341,"Hill, Ray and Vincent",Real Estate,Somolu,Ward 1 Somolu,Street 2 Ward 1 Somolu,205586828,404,False
1342,Rogers-Baker,Finance,Ikeja,Ward 4 Ikeja,Street 10 Ward 4 Ikeja,464187514,355,True
1343,"Walters, Goodman and Howard",Transport,Ikorodu,Ward 2 Ikorodu,Street 3 Ward 2 Ikorodu,313466857,422,False
1344,"Ramirez, Little and Harper",Transport,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 9 Ward 5 Oshodi-Isolo,348884722,87,True
1345,"Conrad, Mckenzie and Sherman",Finance,Apapa,Ward 2 Apapa,Street 8 Ward 2 Apapa,152497438,317,True
1346,"Santos, Holloway and Williams",Tech,Lekki,Ward 1 Lekki,Street 9 Ward 1 Lekki,482435820,491,True
1347,Chaney-Clark,Real Estate,Apapa,Ward 1 Apapa,Street 7 Ward 1 Apapa,419180478,40,False
1348,"Parker, Alvarado and Clark",Retail,Agege,Ward 2 Agege,Street 4 Ward 2 Agege,333144623,393,False
1349,Morrow-Bauer,Hospitality,Ikeja,Ward 1 Ikeja,Street 10 Ward 1 Ikeja,347654370,40,False
1350,Blackwell Group,Manufacturing,Victoria Island,Ward 5 Victoria Island,Street 8 Ward 5 Victoria Island,92328823,237,True
1351,"Anderson, Douglas and Thomas",Retail,Kosofe,Ward 2 Kosofe,Street 5 Ward 2 Kosofe,492735017,68,False
1352,Brewer-Wilson,Hospitality,Victoria Island,Ward 4 Victoria Island,Street 7 Ward 4 Victoria Island,138493711,227,True
1353,"Atkinson, Norton and White",Retail,Shomolu,Ward 4 Shomolu,Street 9 Ward 4 Shomolu,32783464,8,True
1354,Smith-Bright,Transport,Ikeja,Ward 2 Ikeja,Street 2 Ward 2 Ikeja,434044553,43,False
1355,Wade Inc,Transport,Badagry,Ward 2 Badagry,Street 5 Ward 2 Badagry,357101748,151,False
1356,Chaney-Thompson,Hospitality,Yaba,Ward 1 Yaba,Street 8 Ward 1 Yaba,117284133,259,True
1357,Watson-Meza,Real Estate,Surulere,Ward 3 Surulere,Street 9 Ward 3 Surulere,413124537,436,True
1358,Martinez Ltd,Hospitality,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 4 Ward 1 Oshodi-Isolo,378882734,304,True
1359,Bishop Ltd,Transport,Surulere,Ward 4 Surulere,Street 5 Ward 4 Surulere,194648197,37,True
1360,"Decker, Moore and Joseph",Tech,Victoria Island,Ward 2 Victoria Island,Street 8 Ward 2 Victoria Island,238250172,311,False
1361,Hendricks-Brewer,Finance,Yaba,Ward 2 Yaba,Street 6 Ward 2 Yaba,74799504,152,True
1362,Morgan-Martinez,Real Estate,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 2 Ward 2 Amuwo-Odofin,183048103,379,False
1363,Rogers-Ross,Manufacturing,Yaba,Ward 4 Yaba,Street 3 Ward 4 Yaba,123023079,388,True
1364,Roy PLC,Tech,Victoria Island,Ward 4 Victoria Island,Street 4 Ward 4 Victoria Island,491281453,368,True
1365,"Collins, Davis and Campbell",Finance,Alimosho,Ward 3 Alimosho,Street 4 Ward 3 Alimosho,102906290,118,False
1366,"Adams, Mcknight and Baker",Hospitality,Surulere,Ward 5 Surulere,Street 7 Ward 5 Surulere,141885619,406,True
1367,Johnson-Stewart,Tech,Somolu,Ward 3 Somolu,Street 8 Ward 3 Somolu,94885379,64,False
1368,Oneal Ltd,Retail,Apapa,Ward 3 Apapa,Street 9 Ward 3 Apapa,33787000,201,True
1369,Campos LLC,Real Estate,Ajah,Ward 1 Ajah,Street 2 Ward 1 Ajah,41484779,416,False
1370,"Edwards, Young and Rodriguez",Manufacturing,Ajah,Ward 1 Ajah,Street 7 Ward 1 Ajah,108940249,413,False
1371,"Rogers, Erickson and Clark",Transport,Mushin,Ward 2 Mushin,Street 1 Ward 2 Mushin,416282495,165,True
1372,"Davis, Ortega and Green",Hospitality,Agege,Ward 4 Agege,Street 1 Ward 4 Agege,183023345,403,False
1373,Quinn Group,Tech,Agege,Ward 3 Agege,Street 2 Ward 3 Agege,206655853,81,True
1374,Allison-Reid,Hospitality,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 5 Ward 1 Amuwo-Odofin,493615411,448,True
1375,Sosa-Benson,Real Estate,Ikeja,Ward 1 Ikeja,Street 9 Ward 1 Ikeja,340850122,468,False
1376,Yang-Evans,Finance,Epe,Ward 1 Epe,Street 8 Ward 1 Epe,444625074,493,False
1377,Davis-Hall,Tech,Mushin,Ward 2 Mushin,Street 7 Ward 2 Mushin,315319194,17,False
1378,Fisher-Macdonald,Retail,Apapa,Ward 1 Apapa,Street 2 Ward 1 Apapa,84486336,471,False
1379,Fisher PLC,Transport,Kosofe,Ward 3 Kosofe,Street 8 Ward 3 Kosofe,307255376,151,True
1380,Torres-Miller,Retail,Ikorodu,Ward 5 Ikorodu,Street 6 Ward 5 Ikorodu,476361296,351,True
1381,Jones-Knapp,Hospitality,Lekki,Ward 3 Lekki,Street 3 Ward 3 Lekki,247930369,47,True
1382,"Strickland, Gonzalez and Lane",Manufacturing,Agege,Ward 5 Agege,Street 8 Ward 5 Agege,461518940,218,False
1383,Werner-Henderson,Hospitality,Agege,Ward 3 Agege,Street 7 Ward 3 Agege,226915134,166,True
1384,Hunter-Moore,Hospitality,Mushin,Ward 3 Mushin,Street 4 Ward 3 Mushin,416947314,213,True
1385,Meadows-Cobb,Real Estate,Yaba,Ward 4 Yaba,Street 7 Ward 4 Yaba,41207373,274,False
1386,Phillips LLC,Hospitality,Alimosho,Ward 1 Alimosho,Street 5 Ward 1 Alimosho,25454537,378,True
1387,"Romero, Green and Murray",Finance,Agege,Ward 4 Agege,Street 1 Ward 4 Agege,85415628,310,False
1388,Meyer-Thompson,Transport,Victoria Island,Ward 4 Victoria Island,Street 3 Ward 4 Victoria Island,491722896,106,True
1389,Anderson and Sons,Retail,Kosofe,Ward 3 Kosofe,Street 3 Ward 3 Kosofe,206287040,446,False
1390,"Shaw, Mcdonald and Ramirez",Real Estate,Eti-Osa,Ward 4 Eti-Osa,Street 4 Ward 4 Eti-Osa,257255759,244,True
1391,Moody-Taylor,Retail,Epe,Ward 5 Epe,Street 2 Ward 5 Epe,8511558,244,False
1392,"West, Wright and Lloyd",Hospitality,Ikorodu,Ward 2 Ikorodu,Street 1 Ward 2 Ikorodu,307700796,324,False
1393,Cohen-Clayton,Retail,Yaba,Ward 1 Yaba,Street 8 Ward 1 Yaba,119053556,440,False
1394,Holloway-Beard,Retail,Surulere,Ward 4 Surulere,Street 6 Ward 4 Surulere,431021068,121,False
1395,Francis-Pugh,Hospitality,Kosofe,Ward 4 Kosofe,Street 4 Ward 4 Kosofe,224920477,355,False
1396,Garcia-Taylor,Hospitality,Ikorodu,Ward 2 Ikorodu,Street 6 Ward 2 Ikorodu,214023815,398,False
1397,Buchanan-Chandler,Tech,Ikorodu,Ward 3 Ikorodu,Street 6 Ward 3 Ikorodu,409174455,182,True
1398,Dixon Ltd,Transport,Alimosho,Ward 4 Alimosho,Street 8 Ward 4 Alimosho,434222965,389,False
1399,Clements-Keith,Retail,Ifako-Ijaiye,Ward 5 Ifako-Ijaiye,Street 7 Ward 5 Ifako-Ijaiye,468255759,226,False
1400,Wilkins-Wong,Tech,Ikeja,Ward 2 Ikeja,Street 8 Ward 2 Ikeja,368532218,320,True
1401,"Jordan, Obrien and Smith",Real Estate,Shomolu,Ward 2 Shomolu,Street 2 Ward 2 Shomolu,36702025,112,True
1402,Martinez LLC,Tech,Agege,Ward 4 Agege,Street 8 Ward 4 Agege,421474199,34,True
1403,Dunlap Inc,Tech,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 5 Ward 1 Amuwo-Odofin,453106450,11,True
1404,"Hill, Robinson and Ryan",Manufacturing,Alimosho,Ward 2 Alimosho,Street 8 Ward 2 Alimosho,372286469,135,False
1405,Foster Ltd,Finance,Ifako-Ijaiye,Ward 5 Ifako-Ijaiye,Street 8 Ward 5 Ifako-Ijaiye,213571498,315,True
1406,"Morrison, Porter and Rojas",Tech,Alimosho,Ward 1 Alimosho,Street 9 Ward 1 Alimosho,87139945,474,False
1407,Peters Inc,Tech,Ikeja,Ward 1 Ikeja,Street 2 Ward 1 Ikeja,47148682,375,False
1408,Campbell-Mcdaniel,Real Estate,Apapa,Ward 3 Apapa,Street 8 Ward 3 Apapa,371943118,222,False
1409,"James, Jones and Ferguson",Transport,Yaba,Ward 1 Yaba,Street 9 Ward 1 Yaba,436811126,70,False
1410,Woodard Inc,Retail,Apapa,Ward 3 Apapa,Street 2 Ward 3 Apapa,433746028,374,False
1411,"Jackson, Hernandez and Wilkins",Tech,Victoria Island,Ward 3 Victoria Island,Street 6 Ward 3 Victoria Island,154042913,214,False
1412,Bradford PLC,Real Estate,Kosofe,Ward 1 Kosofe,Street 8 Ward 1 Kosofe,111368114,486,False
1413,Jones-Nelson,Manufacturing,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 3 Ward 1 Amuwo-Odofin,82041598,466,False
1414,Allen-Ross,Manufacturing,Ifako-Ijaiye,Ward 2 Ifako-Ijaiye,Street 1 Ward 2 Ifako-Ijaiye,497514375,205,False
1415,Martinez-Mora,Transport,Mushin,Ward 4 Mushin,Street 8 Ward 4 Mushin,190686225,284,False
1416,"Salazar, Cochran and Clark",Hospitality,Ikorodu,Ward 3 Ikorodu,Street 7 Ward 3 Ikorodu,335982938,325,True
1417,Rogers Group,Finance,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 10 Ward 1 Oshodi-Isolo,7667224,261,False
1418,Hinton-Johnson,Manufacturing,Surulere,Ward 3 Surulere,Street 10 Ward 3 Surulere,121282864,436,True
1419,Norton Ltd,Finance,Badagry,Ward 1 Badagry,Street 2 Ward 1 Badagry,448194765,305,True
1420,Ward-Hamilton,Manufacturing,Ikorodu,Ward 2 Ikorodu,Street 7 Ward 2 Ikorodu,56694271,203,True
1421,Griffith LLC,Transport,Agege,Ward 4 Agege,Street 1 Ward 4 Agege,225741362,456,False
1422,"Ramsey, Cummings and Byrd",Hospitality,Mushin,Ward 5 Mushin,Street 10 Ward 5 Mushin,150386209,376,True
1423,"Barker, Huff and Norman",Retail,Apapa,Ward 5 Apapa,Street 2 Ward 5 Apapa,75776140,495,False
1424,"Banks, Moore and Miller",Finance,Lekki,Ward 3 Lekki,Street 3 Ward 3 Lekki,456746199,281,True
1425,"Riley, Roach and Molina",Manufacturing,Somolu,Ward 3 Somolu,Street 9 Ward 3 Somolu,345879613,193,True
1426,Crosby and Sons,Finance,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 3 Ward 2 Amuwo-Odofin,278549405,283,False
1427,Lewis Group,Manufacturing,Victoria Island,Ward 3 Victoria Island,Street 1 Ward 3 Victoria Island,11518251,489,True
1428,Webb Group,Retail,Kosofe,Ward 5 Kosofe,Street 6 Ward 5 Kosofe,200050449,273,False
1429,Barron Group,Real Estate,Shomolu,Ward 2 Shomolu,Street 9 Ward 2 Shomolu,456161182,227,False
1430,Mitchell-Hart,Tech,Ajah,Ward 4 Ajah,Street 10 Ward 4 Ajah,146179268,236,True
1431,"Thompson, Shepherd and Arnold",Real Estate,Eti-Osa,Ward 2 Eti-Osa,Street 3 Ward 2 Eti-Osa,191407659,363,True
1432,"Martinez, Perkins and Brock",Transport,Epe,Ward 4 Epe,Street 1 Ward 4 Epe,241164512,175,False
1433,Johnson LLC,Hospitality,Apapa,Ward 2 Apapa,Street 7 Ward 2 Apapa,409138236,45,False
1434,Jones and Sons,Hospitality,Lekki,Ward 3 Lekki,Street 9 Ward 3 Lekki,277343090,126,False
1435,"Kaufman, Perez and Sandoval",Real Estate,Lekki,Ward 2 Lekki,Street 4 Ward 2 Lekki,379866722,430,False
1436,Martin-Hoover,Real Estate,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 8 Ward 5 Oshodi-Isolo,354452411,73,True
1437,James-Carr,Manufacturing,Alimosho,Ward 5 Alimosho,Street 1 Ward 5 Alimosho,365687536,430,False
1438,Strong PLC,Hospitality,Alimosho,Ward 2 Alimosho,Street 5 Ward 2 Alimosho,210477617,16,False
1439,Roberson LLC,Tech,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 9 Ward 2 Amuwo-Odofin,223611309,288,False
1440,Preston Inc,Manufacturing,Ikorodu,Ward 2 Ikorodu,Street 10 Ward 2 Ikorodu,449295615,282,True
1441,"Garcia, Cross and Fernandez",Hospitality,Mushin,Ward 3 Mushin,Street 6 Ward 3 Mushin,337591421,482,False
1442,Hicks and Sons,Tech,Ajah,Ward 3 Ajah,Street 1 Ward 3 Ajah,389367182,175,True
1443,Riddle-Taylor,Finance,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 2 Ward 5 Amuwo-Odofin,148846325,403,False
1444,Wallace LLC,Transport,Ifako-Ijaiye,Ward 5 Ifako-Ijaiye,Street 4 Ward 5 Ifako-Ijaiye,375822326,309,True
1445,"Garcia, Bray and Holmes",Transport,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 10 Ward 1 Oshodi-Isolo,321016867,128,False
1446,Johnson Group,Retail,Kosofe,Ward 2 Kosofe,Street 7 Ward 2 Kosofe,325070196,175,True
1447,Hawkins Group,Finance,Alimosho,Ward 1 Alimosho,Street 5 Ward 1 Alimosho,301448759,426,False
1448,Anderson-Lopez,Manufacturing,Somolu,Ward 4 Somolu,Street 8 Ward 4 Somolu,432606635,390,False
1449,Smith-Jordan,Finance,Ifako-Ijaiye,Ward 2 Ifako-Ijaiye,Street 6 Ward 2 Ifako-Ijaiye,213836409,350,True
1450,Jones-Jones,Real Estate,Yaba,Ward 3 Yaba,Street 6 Ward 3 Yaba,137172465,43,False
1451,Garcia-Montoya,Tech,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 3 Ward 4 Amuwo-Odofin,324699162,398,True
1452,Stone-Wilson,Retail,Ikeja,Ward 5 Ikeja,Street 1 Ward 5 Ikeja,57385017,231,False
1453,Carlson-Middleton,Hospitality,Yaba,Ward 5 Yaba,Street 1 Ward 5 Yaba,296511192,447,True
1454,Green LLC,Hospitality,Alimosho,Ward 4 Alimosho,Street 2 Ward 4 Alimosho,305345256,162,False
1455,"Villarreal, Strickland and Brown",Real Estate,Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 6 Ward 1 Ifako-Ijaiye,321317473,215,False
1456,Allen-Love,Manufacturing,Ifako-Ijaiye,Ward 5 Ifako-Ijaiye,Street 7 Ward 5 Ifako-Ijaiye,334741010,63,True
