id,owner_id,lga,ward,street,property_type,estimated_value
2811,2811,Eti-Osa,Ward 4 Eti-Osa,Street 3 Ward 4 Eti-Osa,Residential,32475855.24
2812,2812,Lekki,Ward 4 Lekki,Street 3 Ward 4 Lekki,Commercial,45616391.85
2813,2813,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 9 Ward 5 Amuwo-Odofin,Commercial,5999947.17
2814,2814,Ikorodu,Ward 1 Ikorodu,Street 3 Ward 1 Ikorodu,Commercial,8988821.97
2815,2815,Somolu,Ward 5 Somolu,Street 3 Ward 5 Somolu,Commercial,20965101.07
2816,2816,Agege,Ward 5 Agege,Street 1 Ward 5 Agege,Residential,7181700.05
2817,2817,Shomolu,Ward 5 Shomolu,Street 7 Ward 5 Shomolu,Commercial,12527915.52
2818,2818,Epe,Ward 4 Epe,Street 10 Ward 4 Epe,Commercial,24587994.82
2819,2819,Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 4 Ward 1 Ifako-Ijaiye,Residential,10940800.06
2820,2820,Epe,Ward 1 Epe,Street 1 Ward 1 Epe,Residential,22504929.5
2821,2821,Badagry,Ward 3 Badagry,Street 3 Ward 3 Badagry,Commercial,23054770.62
2822,2822,Badagry,Ward 2 Badagry,Street 3 Ward 2 Badagry,Residential,24240175.03
2823,2823,Somolu,Ward 3 Somolu,Street 10 Ward 3 Somolu,Commercial,4642759.05
2824,2824,Surulere,Ward 5 Surulere,Street 2 Ward 5 Surulere,Residential,29415816.77
2825,2825,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 6 Ward 2 Amuwo-Odofin,Commercial,14766387.33
2826,2826,Lekki,Ward 4 Lekki,Street 2 Ward 4 Lekki,Residential,54384874.74
2827,2827,Ifako-Ijaiye,Ward 5 Ifako-Ijaiye,Street 10 Ward 5 Ifako-Ijaiye,Residential,6363728.93
2828,2828,Ajah,Ward 4 Ajah,Street 7 Ward 4 Ajah,Residential,1864861.09
2829,2829,Apapa,Ward 4 Apapa,Street 1 Ward 4 Apapa,Commercial,4751023.72
2830,2830,Badagry,Ward 2 Badagry,Street 4 Ward 2 Badagry,Commercial,9968730.06
2831,2831,Shomolu,Ward 4 Shomolu,Street 7 Ward 4 Shomolu,Residential,16549525.21
2832,2832,Alimosho,Ward 1 Alimosho,Street 5 Ward 1 Alimosho,Commercial,16659750.56
2833,2833,Surulere,Ward 5 Surulere,Street 9 Ward 5 Surulere,Commercial,10776289.6
2834,2834,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 1 Ward 5 Amuwo-Odofin,Residential,9979370.77
2835,2835,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 1 Ward 2 Oshodi-Isolo,Commercial,18156682.68
2836,2836,Agege,Ward 5 Agege,Street 1 Ward 5 Agege,Residential,10715668.91
2837,2837,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 10 Ward 2 Oshodi-Isolo,Commercial,14638678.98
2838,2838,Ikeja,Ward 1 Ikeja,Street 9 Ward 1 Ikeja,Commercial,16830200.52
2839,2839,Lekki,Ward 1 Lekki,Street 1 Ward 1 Lekki,Residential,47772728.01
2840,2840,Victoria Island,Ward 2 Victoria Island,Street 8 Ward 2 Victoria Island,Commercial,3811608.19
2841,2841,Eti-Osa,Ward 4 Eti-Osa,Street 5 Ward 4 Eti-Osa,Residential,52551209.62
2842,2842,Kosofe,Ward 4 Kosofe,Street 4 Ward 4 Kosofe,Commercial,7578431.83
2843,2843,Kosofe,Ward 3 Kosofe,Street 5 Ward 3 Kosofe,Residential,14499281.56
2844,2844,Kosofe,Ward 3 Kosofe,Street 9 Ward 3 Kosofe,Residential,13112805.95
2845,2845,Alimosho,Ward 2 Alimosho,Street 9 Ward 2 Alimosho,Residential,4256451.95
2846,2846,Eti-Osa,Ward 5 Eti-Osa,Street 7 Ward 5 Eti-Osa,Commercial,14536170.73
2847,2847,Agege,Ward 1 Agege,Street 8 Ward 1 Agege,Commercial,3157408.07
2848,2848,Yaba,Ward 5 Yaba,Street 5 Ward 5 Yaba,Commercial,8144526.45
2849,2849,Victoria Island,Ward 3 Victoria Island,Street 6 Ward 3 Victoria Island,Commercial,17259663.91
2850,2850,Epe,Ward 4 Epe,Street 6 Ward 4 Epe,Commercial,12411412.63
2851,2851,Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 7 Ward 3 Amuwo-Odofin,Residential,23028914.58
2852,2852,Yaba,Ward 4 Yaba,Street 9 Ward 4 Yaba,Commercial,23997677.17
2853,2853,Victoria Island,Ward 4 Victoria Island,Street 4 Ward 4 Victoria Island,Commercial,32725324.09
2854,2854,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 6 Ward 2 Oshodi-Isolo,Residential,6873359.98
2855,2855,Ikeja,Ward 4 Ikeja,Street 4 Ward 4 Ikeja,Commercial,12429459.14
2856,2856,Alimosho,Ward 5 Alimosho,Street 9 Ward 5 Alimosho,Residential,8597257.03
2857,2857,Ikeja,Ward 4 Ikeja,Street 1 Ward 4 Ikeja,Residential,15534362.15
2858,2858,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 2 Ward 2 Amuwo-Odofin,Residential,2128968.11
2859,2859,Badagry,Ward 2 Badagry,Street 3 Ward 2 Badagry,Commercial,11753921.09
2860,2860,Surulere,Ward 3 Surulere,Street 2 Ward 3 Surulere,Commercial,8464715.9
2861,2861,Apapa,Ward 4 Apapa,Street 8 Ward 4 Apapa,Commercial,9152911.52
2862,2862,Ikeja,Ward 5 Ikeja,Street 1 Ward 5 Ikeja,Residential,40895918.67
2863,2863,Eti-Osa,Ward 1 Eti-Osa,Street 3 Ward 1 Eti-Osa,Commercial,12112419.53
2864,2864,Surulere,Ward 5 Surulere,Street 10 Ward 5 Surulere,Commercial,20565071.72
2865,2865,Kosofe,Ward 4 Kosofe,Street 7 Ward 4 Kosofe,Commercial,11247519.84
2866,2866,Surulere,Ward 5 Surulere,Street 4 Ward 5 Surulere,Commercial,23783840.11
2867,2867,Ikorodu,Ward 4 Ikorodu,Street 8 Ward 4 Ikorodu,Residential,15455055.9
2868,2868,Mushin,Ward 4 Mushin,Street 6 Ward 4 Mushin,Commercial,5567977.7
2869,2869,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 3 Ward 4 Oshodi-Isolo,Residential,12038405.32
2870,2870,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 5 Ward 5 Amuwo-Odofin,Commercial,23393952.32
2871,2871,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 4 Ward 5 Amuwo-Odofin,Residential,16455340.31
2872,2872,Mushin,Ward 1 Mushin,Street 1 Ward 1 Mushin,Residential,16075497.46
2873,2873,Mushin,Ward 2 Mushin,Street 8 Ward 2 Mushin,Commercial,7944429.15
2874,2874,Lekki,Ward 3 Lekki,Street 4 Ward 3 Lekki,Commercial,9320175.88
2875,2875,Lekki,Ward 1 Lekki,Street 9 Ward 1 Lekki,Commercial,43631468.67
2876,2876,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 2 Ward 1 Oshodi-Isolo,Residential,11154431.12
2877,2877,Victoria Island,Ward 4 Victoria Island,Street 4 Ward 4 Victoria Island,Residential,23829941.47
2878,2878,Ajah,Ward 1 Ajah,Street 1 Ward 1 Ajah,Commercial,1945080.4
2879,2879,Shomolu,Ward 4 Shomolu,Street 8 Ward 4 Shomolu,Commercial,6827611.37
2880,2880,Yaba,Ward 1 Yaba,Street 2 Ward 1 Yaba,Residential,12363903.36
2881,2881,Epe,Ward 4 Epe,Street 10 Ward 4 Epe,Commercial,18012567.22
2882,2882,Eti-Osa,Ward 1 Eti-Osa,Street 8 Ward 1 Eti-Osa,Residential,19323173.92
2883,2883,Oshodi-Isolo,Ward 3 Oshodi-Isolo,Street 6 Ward 3 Oshodi-Isolo,Residential,20187135.71
2884,2884,Victoria Island,Ward 2 Victoria Island,Street 10 Ward 2 Victoria Island,Residential,11468909.31
2885,2885,Alimosho,Ward 5 Alimosho,Street 2 Ward 5 Alimosho,Residential,8424285.77
2886,2886,Kosofe,Ward 4 Kosofe,Street 1 Ward 4 Kosofe,Residential,16512691.22
2887,2887,Mushin,Ward 2 Mushin,Street 2 Ward 2 Mushin,Residential,5671679.56
2888,2888,Mushin,Ward 2 Mushin,Street 1 Ward 2 Mushin,Commercial,2562986.14
2889,2889,Alimosho,Ward 4 Alimosho,Street 4 Ward 4 Alimosho,Commercial,13432284.55
2890,2890,Kosofe,Ward 5 Kosofe,Street 7 Ward 5 Kosofe,Commercial,12799958.87
2891,2891,Epe,Ward 5 Epe,Street 6 Ward 5 Epe,Residential,4897127.28
2892,2892,Alimosho,Ward 5 Alimosho,Street 10 Ward 5 Alimosho,Residential,3927423.81
2893,2893,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 4 Ward 4 Oshodi-Isolo,Commercial,18076032.31
2894,2894,Surulere,Ward 2 Surulere,Street 6 Ward 2 Surulere,Residential,16307718.92
2895,2895,Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 3 Ward 3 Amuwo-Odofin,Residential,10075450.05
2896,2896,Badagry,Ward 3 Badagry,Street 8 Ward 3 Badagry,Commercial,1716231.62
2897,2897,Victoria Island,Ward 3 Victoria Island,Street 5 Ward 3 Victoria Island,Commercial,31277085.18
2898,2898,Surulere,Ward 4 Surulere,Street 3 Ward 4 Surulere,Commercial,20997620.59
2899,2899,Victoria Island,Ward 2 Victoria Island,Street 9 Ward 2 Victoria Island,Commercial,27867990.27
2900,2900,Somolu,Ward 1 Somolu,Street 1 Ward 1 Somolu,Commercial,2145432.62
2901,2901,Yaba,Ward 1 Yaba,Street 6 Ward 1 Yaba,Residential,9022776.04
2902,2902,Yaba,Ward 4 Yaba,Street 2 Ward 4 Yaba,Residential,4388646.05
2903,2903,Lekki,Ward 4 Lekki,Street 10 Ward 4 Lekki,Commercial,40103399.71
2904,2904,Apapa,Ward 3 Apapa,Street 10 Ward 3 Apapa,Commercial,5855478.13
2905,2905,Kosofe,Ward 3 Kosofe,Street 6 Ward 3 Kosofe,Commercial,5195893.6
2906,2906,Victoria Island,Ward 5 Victoria Island,Street 1 Ward 5 Victoria Island,Residential,22274342.98
2907,2907,Epe,Ward 3 Epe,Street 4 Ward 3 Epe,Commercial,15064003.71
2908,2908,Yaba,Ward 4 Yaba,Street 6 Ward 4 Yaba,Residential,37775308.15
2909,2909,Yaba,Ward 1 Yaba,Street 10 Ward 1 Yaba,Commercial,22510149.59
2910,2910,Kosofe,Ward 3 Kosofe,Street 3 Ward 3 Kosofe,Residential,9493644.83
2911,2911,Lekki,Ward 5 Lekki,Street 5 Ward 5 Lekki,Residential,61884423.51
2912,2912,Somolu,Ward 5 Somolu,Street 5 Ward 5 Somolu,Commercial,15375296.64
2913,2913,Agege,Ward 1 Agege,Street 2 Ward 1 Agege,Commercial,15950602.02
2914,2914,Shomolu,Ward 5 Shomolu,Street 4 Ward 5 Shomolu,Commercial,1426941.33
2915,2915,Apapa,Ward 3 Apapa,Street 7 Ward 3 Apapa,Residential,8942690.26
2916,2916,Ikeja,Ward 5 Ikeja,Street 7 Ward 5 Ikeja,Commercial,17546043.85
2917,2917,Somolu,Ward 3 Somolu,Street 2 Ward 3 Somolu,Commercial,1657252.58
2918,2918,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 2 Ward 5 Oshodi-Isolo,Commercial,5480435.05
2919,2919,Surulere,Ward 4 Surulere,Street 3 Ward 4 Surulere,Residential,11477208.38
2920,2920,Shomolu,Ward 4 Shomolu,Street 2 Ward 4 Shomolu,Commercial,4002072.59
2921,2921,Ikorodu,Ward 3 Ikorodu,Street 2 Ward 3 Ikorodu,Commercial,5684472.47
2922,2922,Oshodi-Isolo,Ward 3 Oshodi-Isolo,Street 10 Ward 3 Oshodi-Isolo,Commercial,1370416.09
2923,2923,Somolu,Ward 1 Somolu,Street 9 Ward 1 Somolu,Residential,7082745.14
2924,2924,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 4 Ward 5 Oshodi-Isolo,Commercial,12922503.35
2925,2925,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 7 Ward 4 Amuwo-Odofin,Residential,10179099.66
2926,2926,Badagry,Ward 3 Badagry,Street 2 Ward 3 Badagry,Commercial,19151504.43
2927,2927,Surulere,Ward 3 Surulere,Street 4 Ward 3 Surulere,Commercial,17996483.22
2928,2928,Apapa,Ward 4 Apapa,Street 8 Ward 4 Apapa,Residential,13056207.98
2929,2929,Mushin,Ward 2 Mushin,Street 9 Ward 2 Mushin,Residential,24696767.41
2930,2930,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 3 Ward 2 Amuwo-Odofin,Residential,818533.13
2931,2931,Epe,Ward 3 Epe,Street 5 Ward 3 Epe,Residential,13538802.99
2932,2932,Surulere,Ward 3 Surulere,Street 8 Ward 3 Surulere,Commercial,30526441.5
2933,2933,Agege,Ward 1 Agege,Street 9 Ward 1 Agege,Residential,12920781.53
2934,2934,Somolu,Ward 4 Somolu,Street 7 Ward 4 Somolu,Commercial,11370840.01
2935,2935,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 10 Ward 3 Ifako-Ijaiye,Commercial,12199703.17
2936,2936,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 10 Ward 4 Amuwo-Odofin,Residential,5392487.13
2937,2937,Alimosho,Ward 1 Alimosho,Street 3 Ward 1 Alimosho,Residential,1093522.31
2938,2938,Agege,Ward 4 Agege,Street 10 Ward 4 Agege,Residential,4412170.91
2939,2939,Badagry,Ward 3 Badagry,Street 1 Ward 3 Badagry,Commercial,7143804.06
2940,2940,Somolu,Ward 5 Somolu,Street 4 Ward 5 Somolu,Residential,3865358.14
2941,2941,Eti-Osa,Ward 5 Eti-Osa,Street 1 Ward 5 Eti-Osa,Commercial,11702258.04
2942,2942,Shomolu,Ward 1 Shomolu,Street 8 Ward 1 Shomolu,Commercial,3649054.8
2943,2943,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 8 Ward 3 Ifako-Ijaiye,Residential,3806344.99
2944,2944,Alimosho,Ward 4 Alimosho,Street 2 Ward 4 Alimosho,Residential,7555677.95
2945,2945,Lekki,Ward 5 Lekki,Street 6 Ward 5 Lekki,Commercial,22151631.49
2946,2946,Lekki,Ward 2 Lekki,Street 1 Ward 2 Lekki,Residential,22004962.3
2947,2947,Agege,Ward 1 Agege,Street 8 Ward 1 Agege,Residential,11454409.77
2948,2948,Apapa,Ward 3 Apapa,Street 3 Ward 3 Apapa,Commercial,5635770.71
2949,2949,Victoria Island,Ward 5 Victoria Island,Street 6 Ward 5 Victoria Island,Residential,47951591.54
2950,2950,Badagry,Ward 1 Badagry,Street 3 Ward 1 Badagry,Residential,3727189.8
2951,2951,Epe,Ward 5 Epe,Street 7 Ward 5 Epe,Residential,9781642.89
2952,2952,Ikeja,Ward 1 Ikeja,Street 7 Ward 1 Ikeja,Residential,42078732.77
2953,2953,Victoria Island,Ward 1 Victoria Island,Street 6 Ward 1 Victoria Island,Commercial,18057023.6
2954,2954,Ikeja,Ward 4 Ikeja,Street 10 Ward 4 Ikeja,Commercial,34589456.75
2955,2955,Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 9 Ward 3 Amuwo-Odofin,Commercial,1678200.7
2956,2956,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 5 Ward 3 Ifako-Ijaiye,Commercial,10423825.61
2957,2957,Mushin,Ward 1 Mushin,Street 10 Ward 1 Mushin,Commercial,22391843.15
2958,2958,Badagry,Ward 2 Badagry,Street 2 Ward 2 Badagry,Residential,11664695.85
2959,2959,Epe,Ward 3 Epe,Street 4 Ward 3 Epe,Commercial,1682358.75
2960,2960,Alimosho,Ward 2 Alimosho,Street 1 Ward 2 Alimosho,Residential,6224959.67
2961,2961,Agege,Ward 1 Agege,Street 5 Ward 1 Agege,Commercial,15815874.63
2962,2962,Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 4 Ward 1 Ifako-Ijaiye,Residential,5851629.07
2963,2963,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 9 Ward 5 Oshodi-Isolo,Commercial,21738892.26
2964,2964,Victoria Island,Ward 4 Victoria Island,Street 10 Ward 4 Victoria Island,Residential,15009156.13
2965,2965,Mushin,Ward 5 Mushin,Street 6 Ward 5 Mushin,Residential,9853821.42
2966,2966,Eti-Osa,Ward 4 Eti-Osa,Street 7 Ward 4 Eti-Osa,Commercial,11134208.99
2967,2967,Lekki,Ward 3 Lekki,Street 5 Ward 3 Lekki,Residential,36255432.61
2968,2968,Shomolu,Ward 2 Shomolu,Street 1 Ward 2 Shomolu,Residential,10909551.9
2969,2969,Ajah,Ward 1 Ajah,Street 10 Ward 1 Ajah,Commercial,7958654.64
2970,2970,Agege,Ward 5 Agege,Street 8 Ward 5 Agege,Commercial,905540.56
2971,2971,Victoria Island,Ward 2 Victoria Island,Street 10 Ward 2 Victoria Island,Commercial,20215273.17
2972,2972,Alimosho,Ward 2 Alimosho,Street 9 Ward 2 Alimosho,Residential,7977325.78
2973,2973,Badagry,Ward 2 Badagry,Street 9 Ward 2 Badagry,Residential,10668930.58
2974,2974,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 9 Ward 4 Oshodi-Isolo,Residential,6714238.97
2975,2975,Apapa,Ward 3 Apapa,Street 1 Ward 3 Apapa,Residential,6964682.54
2976,2976,Alimosho,Ward 3 Alimosho,Street 9 Ward 3 Alimosho,Commercial,1177429.18
2977,2977,Ikeja,Ward 1 Ikeja,Street 8 Ward 1 Ikeja,Residential,6448374.16
2978,2978,Epe,Ward 4 Epe,Street 1 Ward 4 Epe,Residential,15501684.23
2979,2979,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 3 Ward 4 Amuwo-Odofin,Commercial,9180054.62
2980,2980,Mushin,Ward 3 Mushin,Street 2 Ward 3 Mushin,Commercial,11912646.87
2981,2981,Victoria Island,Ward 4 Victoria Island,Street 1 Ward 4 Victoria Island,Commercial,29179388.69
2982,2982,Lekki,Ward 2 Lekki,Street 8 Ward 2 Lekki,Commercial,32968234.19
2983,2983,Yaba,Ward 5 Yaba,Street 5 Ward 5 Yaba,Commercial,17508001.41
2984,2984,Yaba,Ward 4 Yaba,Street 6 Ward 4 Yaba,Residential,5789977.41
2985,2985,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 9 Ward 1 Amuwo-Odofin,Residential,883359.14
2986,2986,Victoria Island,Ward 1 Victoria Island,Street 7 Ward 1 Victoria Island,Commercial,8934973.93
2987,2987,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 9 Ward 5 Amuwo-Odofin,Commercial,5027942.14
2988,2988,Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 7 Ward 1 Ifako-Ijaiye,Commercial,6610122.63
2989,2989,Epe,Ward 4 Epe,Street 6 Ward 4 Epe,Commercial,9913405.97
2990,2990,Lekki,Ward 1 Lekki,Street 6 Ward 1 Lekki,Commercial,26354547.3
2991,2991,Alimosho,Ward 3 Alimosho,Street 9 Ward 3 Alimosho,Residential,11309197.04
2992,2992,Eti-Osa,Ward 4 Eti-Osa,Street 6 Ward 4 Eti-Osa,Residential,20151600.44
2993,2993,Ikorodu,Ward 4 Ikorodu,Street 4 Ward 4 Ikorodu,Commercial,3557152.3
2994,2994,Badagry,Ward 1 Badagry,Street 2 Ward 1 Badagry,Commercial,12572004.31
2995,2995,Kosofe,Ward 4 Kosofe,Street 5 Ward 4 Kosofe,Commercial,10690814.68
2996,2996,Eti-Osa,Ward 2 Eti-Osa,Street 5 Ward 2 Eti-Osa,Commercial,34004398.44
2997,2997,Victoria Island,Ward 1 Victoria Island,Street 4 Ward 1 Victoria Island,Residential,10306837.53
2998,2998,Agege,Ward 4 Agege,Street 8 Ward 4 Agege,Commercial,3564141.8
2999,2999,Somolu,Ward 4 Somolu,Street 3 Ward 4 Somolu,Commercial,11329029.67
3000,3000,Ikorodu,Ward 4 Ikorodu,Street 6 Ward 4 Ikorodu,Residential,6089135.34
3001,3001,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 7 Ward 5 Oshodi-Isolo,Commercial,25068701.15
3002,3002,Ajah,Ward 1 Ajah,Street 2 Ward 1 Ajah,Residential,5089956.3
3003,3003,Ikorodu,Ward 4 Ikorodu,Street 10 Ward 4 Ikorodu,Commercial,1241085.64
3004,3004,Surulere,Ward 2 Surulere,Street 3 Ward 2 Surulere,Commercial,11345574.85
3005,3005,Eti-Osa,Ward 3 Eti-Osa,Street 1 Ward 3 Eti-Osa,Residential,23455893.06
3006,3006,Kosofe,Ward 4 Kosofe,Street 7 Ward 4 Kosofe,Commercial,4191191.53
3007,3007,Agege,Ward 4 Agege,Street 1 Ward 4 Agege,Commercial,4101676.6
3008,3008,Eti-Osa,Ward 2 Eti-Osa,Street 10 Ward 2 Eti-Osa,Residential,36783474.35
3009,3009,Ikeja,Ward 5 Ikeja,Street 4 Ward 5 Ikeja,Commercial,26626601.76
3010,3010,Shomolu,Ward 5 Shomolu,Street 9 Ward 5 Shomolu,Commercial,15114341.92
3011,3011,Surulere,Ward 4 Surulere,Street 10 Ward 4 Surulere,Residential,7370964.31
3012,3012,Mushin,Ward 1 Mushin,Street 8 Ward 1 Mushin,Residential,13762127.47
3013,3013,Ajah,Ward 2 Ajah,Street 6 Ward 2 Ajah,Commercial,945876.28
3014,3014,Apapa,Ward 5 Apapa,Street 7 Ward 5 Apapa,Residential,6260622.4
3015,3015,Ajah,Ward 2 Ajah,Street 8 Ward 2 Ajah,Commercial,20259550.57
3016,3016,Mushin,Ward 1 Mushin,Street 10 Ward 1 Mushin,Commercial,17212634.44
3017,3017,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 4 Ward 1 Amuwo-Odofin,Commercial,3443662.41
3018,3018,Ikeja,Ward 4 Ikeja,Street 4 Ward 4 Ikeja,Commercial,11062143.91
3019,3019,Alimosho,Ward 1 Alimosho,Street 9 Ward 1 Alimosho,Residential,14920297.18
3020,3020,Agege,Ward 1 Agege,Street 8 Ward 1 Agege,Commercial,3586809.02
3021,3021,Agege,Ward 3 Agege,Street 7 Ward 3 Agege,Residential,15767693.03
3022,3022,Agege,Ward 5 Agege,Street 10 Ward 5 Agege,Commercial,16764935.46
3023,3023,Eti-Osa,Ward 5 Eti-Osa,Street 1 Ward 5 Eti-Osa,Commercial,33624895.28
3024,3024,Eti-Osa,Ward 1 Eti-Osa,Street 3 Ward 1 Eti-Osa,Residential,24284222.83
3025,3025,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 1 Ward 4 Oshodi-Isolo,Commercial,2740779.65
3026,3026,Mushin,Ward 2 Mushin,Street 6 Ward 2 Mushin,Commercial,17401242.81
3027,3027,Apapa,Ward 5 Apapa,Street 3 Ward 5 Apapa,Commercial,10774026.4
3028,3028,Yaba,Ward 4 Yaba,Street 3 Ward 4 Yaba,Commercial,37575636.54
3029,3029,Shomolu,Ward 3 Shomolu,Street 5 Ward 3 Shomolu,Commercial,22050122.27
3030,3030,Agege,Ward 3 Agege,Street 6 Ward 3 Agege,Commercial,948776.59
3031,3031,Victoria Island,Ward 4 Victoria Island,Street 4 Ward 4 Victoria Island,Residential,19865240.41
3032,3032,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 8 Ward 2 Oshodi-Isolo,Commercial,3313268.11
3033,3033,Badagry,Ward 2 Badagry,Street 4 Ward 2 Badagry,Residential,4486718.34
3034,3034,Surulere,Ward 1 Surulere,Street 3 Ward 1 Surulere,Commercial,10933125.16
3035,3035,Surulere,Ward 4 Surulere,Street 7 Ward 4 Surulere,Commercial,5976943.17
3036,3036,Ikorodu,Ward 5 Ikorodu,Street 3 Ward 5 Ikorodu,Residential,6875039.0
3037,3037,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 5 Ward 3 Ifako-Ijaiye,Residential,6761189.42
3038,3038,Mushin,Ward 1 Mushin,Street 8 Ward 1 Mushin,Commercial,842524.58
3039,3039,Ajah,Ward 3 Ajah,Street 7 Ward 3 Ajah,Commercial,11046971.0
3040,3040,Epe,Ward 3 Epe,Street 4 Ward 3 Epe,Commercial,2127005.62
3041,3041,Kosofe,Ward 2 Kosofe,Street 2 Ward 2 Kosofe,Residential,3189121.9
3042,3042,Alimosho,Ward 2 Alimosho,Street 1 Ward 2 Alimosho,Commercial,3549368.74
3043,3043,Alimosho,Ward 4 Alimosho,Street 5 Ward 4 Alimosho,Commercial,1048424.1
3044,3044,Somolu,Ward 2 Somolu,Street 10 Ward 2 Somolu,Residential,12938348.99
3045,3045,Mushin,Ward 2 Mushin,Street 9 Ward 2 Mushin,Residential,4756794.01
3046,3046,Apapa,Ward 1 Apapa,Street 9 Ward 1 Apapa,Commercial,1402154.23
3047,3047,Alimosho,Ward 3 Alimosho,Street 6 Ward 3 Alimosho,Residential,12554455.85
3048,3048,Eti-Osa,Ward 4 Eti-Osa,Street 2 Ward 4 Eti-Osa,Commercial,36429149.03
3049,3049,Alimosho,Ward 4 Alimosho,Street 7 Ward 4 Alimosho,Residential,10012416.02
3050,3050,Shomolu,Ward 4 Shomolu,Street 2 Ward 4 Shomolu,Commercial,5155059.66
3051,3051,Kosofe,Ward 1 Kosofe,Street 10 Ward 1 Kosofe,Residential,8451028.0
3052,3052,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 4 Ward 4 Ifako-Ijaiye,Commercial,3087279.65
3053,3053,Epe,Ward 2 Epe,Street 4 Ward 2 Epe,Commercial,1425072.71
3054,3054,Eti-Osa,Ward 2 Eti-Osa,Street 5 Ward 2 Eti-Osa,Residential,22759079.76
3055,3055,Alimosho,Ward 2 Alimosho,Street 7 Ward 2 Alimosho,Residential,17879251.87
3056,3056,Yaba,Ward 1 Yaba,Street 4 Ward 1 Yaba,Commercial,15612332.09
3057,3057,Kosofe,Ward 5 Kosofe,Street 3 Ward 5 Kosofe,Residential,16944785.73
3058,3058,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 7 Ward 2 Oshodi-Isolo,Residential,4052461.66
3059,3059,Victoria Island,Ward 2 Victoria Island,Street 5 Ward 2 Victoria Island,Residential,16525805.56
3060,3060,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 4 Ward 5 Amuwo-Odofin,Commercial,3000008.2
3061,3061,Kosofe,Ward 4 Kosofe,Street 3 Ward 4 Kosofe,Commercial,8183723.58
3062,3062,Shomolu,Ward 5 Shomolu,Street 7 Ward 5 Shomolu,Commercial,8249093.4
3063,3063,Ikeja,Ward 4 Ikeja,Street 7 Ward 4 Ikeja,Residential,20978561.42
3064,3064,Badagry,Ward 5 Badagry,Street 10 Ward 5 Badagry,Commercial,10944405.2
3065,3065,Ikeja,Ward 1 Ikeja,Street 9 Ward 1 Ikeja,Residential,5915547.09
3066,3066,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 5 Ward 4 Amuwo-Odofin,Commercial,11664973.42
3067,3067,Victoria Island,Ward 1 Victoria Island,Street 3 Ward 1 Victoria Island,Residential,9667161.15
3068,3068,Agege,Ward 1 Agege,Street 2 Ward 1 Agege,Commercial,3981302.17
3069,3069,Yaba,Ward 5 Yaba,Street 1 Ward 5 Yaba,Commercial,5348347.32
3070,3070,Victoria Island,Ward 1 Victoria Island,Street 1 Ward 1 Victoria Island,Residential,10650414.43
3071,3071,Shomolu,Ward 1 Shomolu,Street 8 Ward 1 Shomolu,Commercial,19171438.22
3072,3072,Badagry,Ward 4 Badagry,Street 8 Ward 4 Badagry,Residential,1057303.35
3073,3073,Epe,Ward 2 Epe,Street 5 Ward 2 Epe,Commercial,9973382.32
